ticker,call_date,split,predicted,ground_truth,benchmark_rel_return_pct,hit,recommendation,thesisHealth,thesisDelta,stumbleType,credibilityDelta,ratchetTranche,activeDriverCount,blindSpotsTriggered_raw,blindSpotsTriggered_count,threatMechanismImpaired,mitigationArgumentPresent,recommendedSize,capPercent,freshMoneyAllocation
BLK,2021-07-14,train,bullish,bearish,-7.43,False,Add,Strengthening,unknown,None,positive,,5,[],0,False,False,8,50,7
BLK,2021-10-13,train,bullish,bearish,-19.39,False,Add,Strengthening,up,None,positive,,6,[],0,False,False,13,15,11
BLK,2022-01-14,train,neutral,bearish,-12.13,False,Hold,Strengthening,unknown,None,positive,,4,[],0,False,True,8,50,6
BLK,2022-04-27,train,bullish,bullish,7.64,True,Add,Strengthening,unknown,None,positive,,5,[],0,False,False,7,7,6
BLK,2022-07-15,train,neutral,bullish,22.12,False,Hold,Intact,unknown,None,neutral,,6,[],0,False,True,7,7,5
BLK,2022-10-13,train,neutral,bullish,5.52,False,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,10,50,7
BLK,2023-01-13,train,neutral,bearish,-16.19,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,7,7,5
BLK,2023-04-14,train,neutral,bearish,-13.83,False,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,8,50,6
BLK,2023-07-14,train,neutral,neutral,3.73,True,Hold,Intact,unknown,None,neutral,,5,[],0,False,False,8,50,6
BLK,2023-10-13,train,neutral,neutral,3.24,True,Hold,Intact,unknown,None,neutral,,7,[],0,False,True,8,50,6
BLK,2024-01-12,train,bullish,bearish,-13.93,False,Add,Strengthening,up,None,positive,,5,[],0,False,True,7,50,5
BLK,2024-04-12,train,bullish,bullish,16.26,True,Add,Strengthening,up,None,positive,,5,[],0,False,True,8,50,6
BLK,2024-07-15,train,bullish,bullish,12.51,True,Add,Strengthening,unknown,None,positive,,5,[],0,False,True,7,7,5
BLK,2024-10-11,train,bullish,neutral,-3.38,False,Add,Strengthening,up,None,positive,,7,[],0,False,False,8,50,6
BLK,2025-01-15,train,neutral,neutral,1.51,True,Hold,Strengthening,up,None,positive,,5,[],0,False,True,8,50,4
BLK,2025-04-11,train,bullish,bullish,6.55,True,Add,Strengthening,up,None,positive,,5,[],0,False,True,8,50,6
BLK,2025-07-15,train,bullish,bearish,-7.37,False,Add,Strengthening,up,None,positive,,6,[],0,False,False,8,50,6
BLK,2025-10-14,train,bullish,bearish,-16.56,False,Add,Strengthening,unknown,None,positive,,7,[],0,False,True,8,8,7
BMY,2020-02-06,train,neutral,bearish,-8.7,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,8,50,7
BMY,2020-05-07,train,neutral,bearish,-17.31,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,6,50,4
BMY,2020-08-06,train,neutral,bearish,-15.14,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,6,50,4
BMY,2020-11-05,train,neutral,bearish,-18.54,False,Hold,Intact,flat,None,positive,,4,[],0,False,True,7,50,5
BMY,2021-02-04,train,bullish,neutral,-3.25,False,Add,Strengthening,unknown,None,positive,,7,[],0,False,True,8,50,7
BMY,2021-04-29,train,neutral,bearish,-18.27,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,8,50,6
BMY,2021-07-28,train,neutral,bearish,-8.2,False,Hold,Intact,unknown,None,unknown,,4,[],0,False,True,12,50,10
BMY,2021-10-27,train,neutral,bullish,42.28,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,7,50,5
BMY,2022-02-04,train,neutral,bullish,18.82,False,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,6,50,5
BMY,2022-04-29,train,neutral,bullish,7.65,False,Hold,Intact,unknown,Execution,negative,,5,[],0,False,True,7,50,5
BMY,2022-07-27,train,neutral,neutral,-2.02,True,Hold,Intact,unknown,Execution,neutral,,4,[],0,False,True,18,18,14
BMY,2022-10-26,train,neutral,bearish,-14.48,False,Hold,Intact,unknown,None,neutral,,7,[],0,False,True,12,50,8
BMY,2023-02-02,train,neutral,bearish,-23.55,False,Hold,Intact,unknown,None,positive,,4,[],0,False,True,7,50,5
BMY,2023-04-27,train,neutral,bearish,-21.69,False,Hold,Intact,unknown,Discovery,neutral,,4,[],0,False,True,7,7,5
BMY,2023-07-27,train,neutral,bearish,-26.16,False,Hold,Intact,unknown,Execution,negative,,5,[],0,False,True,7,50,4
BMY,2023-10-26,train,bearish,bearish,-37.66,True,Trim,Intact,down,Execution,negative,1,6,"[2, 3]",2,False,True,15,50,8
BMY,2024-02-02,train,neutral,bearish,-7.67,False,Hold,Intact,unknown,None,neutral,,6,[],0,False,True,6,50,4
BMY,2024-04-25,train,neutral,neutral,3.34,True,Hold,Intact,unknown,None,neutral,,6,[],0,False,True,5,50,3
BMY,2024-07-26,train,neutral,bullish,6.61,False,Hold,Intact,unknown,Execution,neutral,,5,[],0,False,True,8,50,5
BMY,2024-10-31,train,neutral,bearish,-9.26,False,Hold,Intact,unknown,Execution,neutral,,5,[],0,False,True,8,50,5
BMY,2025-02-06,train,neutral,bearish,-25.28,False,Hold,Intact,unknown,None,neutral,,6,[],0,False,True,8,50,6
BMY,2025-04-24,train,neutral,bearish,-32.86,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,8,50,5
BMY,2025-07-31,train,neutral,bullish,15.53,False,Hold,Intact,unknown,Discovery,neutral,,5,[],0,False,True,6,50,4
BMY,2025-10-30,train,neutral,bullish,27.1,False,Hold,Intact,flat,None,neutral,,6,[],0,False,True,7,50,4
BOX,2020-12-01,train,bearish,bullish,14.63,False,Trim,Intact,unknown,Execution,negative,,,[],0,False,True,14,35,10
BOX,2021-03-02,train,neutral,bullish,20.67,False,Hold,Intact,unknown,None,neutral,,,[],0,False,True,8,35,5
BOX,2021-05-27,train,neutral,bearish,-5.13,False,Hold,Intact,unknown,None,positive,,,[],0,False,True,10,20,7
BOX,2021-08-25,train,bullish,neutral,1.09,False,Add,Strengthening,up,None,positive,,5,[],0,False,False,12,50,10
BOX,2021-11-30,train,bullish,bullish,20.89,True,Add,Strengthening,up,None,positive,,5,[],0,False,False,18,50,15
BOX,2022-03-02,train,bullish,bullish,8.79,True,Add,Strengthening,up,None,positive,,5,[],0,False,False,18,50,14
BOX,2022-05-25,train,bullish,bullish,6.67,True,Add,Strengthening,unknown,None,positive,,4,[],0,False,False,12,50,10
BOX,2022-08-24,train,neutral,bullish,18.7,False,Hold,Intact,unknown,None,positive,,4,[],0,False,False,8,50,5
BOX,2022-11-30,train,neutral,neutral,0.13,True,Hold,Intact,flat,None,positive,,5,[],0,False,True,12,50,8
BOX,2023-03-01,train,neutral,bearish,-33.82,False,Hold,Intact,flat,None,positive,,,[],0,False,True,18,35,12
BOX,2023-05-30,train,neutral,bearish,-16.44,False,Hold,Intact,flat,None,positive,,,[],0,False,True,10,35,7
BOX,2023-08-29,train,neutral,bearish,-30.98,False,Hold,Intact,down,Discovery,negative,,,[],0,False,True,6,35,4
BOX,2023-12-05,train,neutral,bearish,-11.0,False,Hold,Intact,flat,Execution,neutral,,,[],0,False,True,8,35,5
BOX,2024-03-05,train,neutral,bullish,8.84,False,Hold,Intact,flat,None,neutral,,,[],0,False,True,8,35,5
BOX,2024-05-28,train,neutral,bullish,28.44,False,Hold,Intact,flat,None,neutral,,4,[],0,False,True,8,50,5
BOX,2024-08-27,train,neutral,bullish,9.14,False,Hold,Intact,up,None,positive,,4,[],0,False,True,8,8,5
BOX,2024-12-03,train,neutral,bullish,12.8,False,Hold,Intact,flat,None,neutral,,,[],0,False,True,18,35,12
BOX,2025-03-04,train,neutral,bearish,-14.79,False,Hold,Intact,flat,None,positive,,5,[],0,False,True,12,50,8
BOX,2025-05-27,train,neutral,bearish,-18.8,False,Hold,Intact,unknown,None,neutral,,,[],0,False,True,5,5,3
BOX,2025-08-26,train,bullish,bearish,-33.3,False,Add,Strengthening,up,None,positive,,,[],0,False,False,8,35,6
BOX,2025-12-02,train,bullish,bearish,-19.77,False,Add,Strengthening,unknown,None,positive,,3,[],0,False,True,10,10,8
CMCSA,2020-01-23,train,bullish,neutral,-4.28,False,Add,Strengthening,unknown,None,positive,,4,[],0,False,True,8,8,6
CMCSA,2020-04-30,train,neutral,neutral,0.83,True,Hold,Intact,unknown,Discovery,neutral,,6,[],0,False,True,8,50,6
CMCSA,2020-07-30,train,neutral,neutral,1.59,True,Hold,Intact,unknown,Discovery,positive,,5,[],0,False,True,7,7,5
CMCSA,2020-10-29,train,neutral,neutral,3.68,True,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,7,7,5
CMCSA,2021-01-28,train,neutral,neutral,-4.07,True,Hold,Intact,unknown,None,positive,,4,[],0,False,True,8,50,6
CMCSA,2021-04-29,train,bullish,bearish,-17.09,False,Add,Strengthening,unknown,None,positive,,4,[],0,False,True,8,50,6
CMCSA,2021-07-29,train,bullish,bearish,-15.25,False,Add,Strengthening,up,None,positive,,5,[],0,False,True,8,8,6
CMCSA,2021-10-28,train,neutral,bearish,-13.0,False,Hold,Intact,unknown,Discovery,neutral,,6,[],0,False,True,7,50,5
CMCSA,2022-01-27,train,bullish,bearish,-12.08,False,Add,Strengthening,unknown,None,positive,,4,[],0,False,True,8,50,7
CMCSA,2022-04-28,train,neutral,bearish,-12.15,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,7,7,5
CMCSA,2022-07-28,train,neutral,neutral,2.86,True,Hold,Intact,unknown,Discovery,neutral,,5,[],0,False,True,5,5,3
CMCSA,2022-10-27,train,neutral,bullish,17.43,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,7,50,5
CMCSA,2023-01-26,train,neutral,neutral,0.43,True,Hold,Intact,flat,None,neutral,,4,[],0,False,True,5,50,4
CMCSA,2023-04-27,train,neutral,neutral,-2.81,True,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,5,50,4
CMCSA,2023-07-27,train,neutral,bearish,-8.03,False,Hold,Intact,unknown,None,positive,,6,[],0,False,True,7,50,5
CMCSA,2023-10-26,train,neutral,bearish,-25.31,False,Hold,Intact,unknown,None,positive,,6,[],0,False,True,8,50,6
CMCSA,2024-01-25,train,neutral,bearish,-25.85,False,Hold,Intact,flat,None,positive,,5,[],0,False,True,6,50,4
CMCSA,2024-04-25,train,neutral,bearish,-5.06,False,Hold,Intact,unknown,Execution,neutral,,6,[],0,False,True,18,50,12
CMCSA,2024-07-23,train,neutral,bearish,-12.9,False,Hold,Intact,unknown,Execution,neutral,,6,[],0,False,True,8,50,6
CMCSA,2024-10-31,train,neutral,bearish,-20.77,False,Hold,Intact,flat,Discovery,positive,,6,[],0,False,True,5,50,3
CMCSA,2025-01-30,train,neutral,neutral,-4.53,True,Hold,Intact,down,Execution,negative,,5,[],0,True,True,4,50,2
CMCSA,2025-04-24,train,neutral,bearish,-34.6,False,Hold,Intact,down,Execution,neutral,,5,[],0,False,True,18,50,12
CMCSA,2025-07-31,train,neutral,bearish,-15.91,False,Hold,Intact,unknown,Execution,neutral,,5,[],0,False,True,5,50,3
CMCSA,2025-10-30,train,neutral,neutral,-0.11,True,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,8,8,5
CMI,2020-04-28,train,neutral,bullish,18.07,False,Hold,Intact,unknown,None,positive,,6,[],0,False,True,6,6,4
CMI,2020-07-28,train,neutral,bullish,7.06,False,Hold,Intact,unknown,None,positive,,7,[],0,False,True,8,50,6
CMI,2020-10-27,train,neutral,bearish,-6.13,False,Hold,Intact,unknown,None,positive,,6,[],0,False,True,7,7,5
CMI,2020-11-12,train,neutral,neutral,-3.38,True,Hold,Intact,unknown,None,positive,,,[],0,False,True,4,35,2
CMI,2021-02-03,train,bullish,bearish,-16.86,False,Add,Strengthening,unknown,None,positive,,4,[],0,False,True,20,50,17
CMI,2021-05-04,train,neutral,bearish,-16.35,False,Hold,Intact,unknown,None,neutral,,,[],0,False,True,18,35,12
CMI,2021-08-04,train,neutral,bearish,-6.18,False,Hold,Intact,unknown,Execution,neutral,,,[],0,False,True,5,35,4
CMI,2021-11-17,train,neutral,neutral,4.34,True,Hold,Intact,unknown,None,neutral,,,[],0,False,True,5,35,3
CMI,2022-02-03,train,neutral,neutral,3.87,True,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,8,50,6
CMI,2022-08-02,train,neutral,bullish,14.54,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,5,5,4
CMI,2022-11-03,train,neutral,bearish,-14.06,False,Hold,Intact,flat,Execution,negative,,5,[],0,False,True,6,50,4
CMI,2023-02-06,train,neutral,bearish,-15.42,False,Hold,Intact,unknown,None,positive,,5,[],0,False,True,18,50,14
CMI,2023-05-02,train,bullish,bearish,-6.77,False,Add,Strengthening,unknown,None,neutral,,5,[],0,False,True,8,50,5
CMI,2023-08-03,train,neutral,bearish,-8.86,False,Hold,Intact,unknown,None,neutral,,6,[],0,False,True,8,50,5
CMI,2023-11-02,train,neutral,bullish,11.37,False,Hold,Intact,unknown,Discovery,positive,,6,[],0,False,True,8,50,5
CMI,2024-02-06,train,neutral,bullish,10.51,False,Hold,Intact,unknown,None,neutral,,5,[],0,False,True,20,50,12
CMI,2024-05-02,train,neutral,neutral,4.78,True,Hold,Intact,unknown,None,positive,,5,[],0,False,True,12,50,9
CMI,2024-08-01,train,bullish,bullish,6.08,True,Add,Strengthening,up,None,positive,,5,[],0,False,True,8,50,6
CMI,2024-11-05,train,bullish,bearish,-12.73,False,Add,Strengthening,unknown,None,positive,,6,[],0,False,True,8,50,6
CMI,2025-02-04,train,bullish,neutral,-1.68,False,Add,Strengthening,unknown,None,positive,,4,[],0,False,True,12,12,10
CMI,2025-05-05,train,neutral,bullish,23.53,False,Hold,Intact,flat,None,neutral,,4,[],0,False,True,7,50,5
CMI,2025-08-05,train,neutral,bullish,51.68,False,Hold,Intact,flat,None,positive,,4,[],0,False,True,7,50,5
CMI,2025-11-06,train,neutral,bullish,38.41,False,Hold,Intact,unknown,None,positive,,4,[],0,False,True,7,7,4
COF,2020-04-23,train,neutral,bullish,22.4,False,Hold,Intact,unknown,Discovery,neutral,,4,[],0,False,True,7,50,4
COF,2020-07-21,train,neutral,bullish,63.01,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,18,50,12
COF,2020-10-22,train,neutral,bullish,53.66,False,Hold,Intact,unknown,None,neutral,,3,[],0,False,True,5,5,4
COF,2021-01-26,train,neutral,bullish,48.27,False,Hold,Intact,unknown,None,positive,,3,[],0,False,True,5,50,3
COF,2021-04-27,train,neutral,bullish,9.43,False,Hold,Intact,unknown,None,positive,,4,[],0,False,True,7,7,5
COF,2021-07-22,train,bullish,bearish,-9.51,False,Add,Strengthening,unknown,None,positive,,3,[],0,False,True,7,50,6
COF,2021-10-26,train,bullish,bearish,-11.05,False,Add,Strengthening,unknown,None,positive,,3,[],0,False,True,7,50,5
COF,2022-01-25,train,bullish,bearish,-20.07,False,Add,Strengthening,unknown,None,positive,,3,[],0,False,True,8,8,6
COF,2022-04-26,train,neutral,bearish,-15.69,False,Hold,Strengthening,unknown,None,positive,,3,[],0,False,True,8,50,6
COF,2022-07-21,train,neutral,bearish,-11.77,False,Hold,Intact,unknown,None,positive,,3,[],0,False,True,8,50,6
COF,2022-10-27,train,neutral,bearish,-14.55,False,Hold,Intact,flat,None,positive,,4,[],0,False,True,8,50,6
COF,2023-01-24,train,neutral,bearish,-6.29,False,Hold,Intact,unknown,None,neutral,,3,[],0,False,True,7,7,5
COF,2023-04-27,train,bullish,bearish,-6.78,False,Add,Intact,unknown,None,positive,,3,[],0,False,True,8,50,6
COF,2023-07-20,train,neutral,neutral,3.26,True,Hold,Intact,unknown,None,positive,,3,[],0,False,True,12,50,9
COF,2023-10-26,train,neutral,bullish,41.03,False,Hold,Intact,unknown,None,neutral,,3,[],0,False,True,6,6,4
COF,2024-01-25,train,neutral,neutral,1.4,True,Hold,Intact,unknown,None,positive,,3,[],0,True,True,8,50,5
COF,2024-04-25,train,neutral,bearish,-10.05,False,Hold,Intact,unknown,None,neutral,,4,[],0,False,True,12,12,9
COF,2024-07-23,train,neutral,bullish,23.89,False,Hold,Intact,flat,None,positive,,3,[],0,False,True,7,50,5
COF,2024-10-24,train,neutral,bullish,26.36,False,Hold,Intact,flat,None,positive,,3,[],0,False,True,7,7,5
COF,2025-01-21,train,bullish,bullish,8.25,True,Add,Strengthening,up,None,positive,,4,[],0,False,True,7,7,6
COF,2025-04-22,train,bullish,neutral,0.21,False,Add,Strengthening,up,None,positive,,4,[],0,False,True,7,50,6
